,OBJECTID,Short_Name,Full_Name
3503,3504,B19055m2,SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With Social Security income: Households -- (Margin of Error)
3504,3505,B19055e3,SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No Social Security income: Households -- (Estimate)
3505,3506,B19055m3,SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No Social Security income: Households -- (Margin of Error)
3506,3507,B19056e1,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Estimate)
3507,3508,B19056m1,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3508,3509,B19056e2,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With Supplemental Security Income (SSI): Households -- (Estimate)
3509,3510,B19056m2,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With Supplemental Security Income (SSI): Households -- (Margin of Error)
3510,3511,B19056e3,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No Supplemental Security Income (SSI): Households -- (Estimate)
3511,3512,B19056m3,SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No Supplemental Security Income (SSI): Households -- (Margin of Error)
3512,3513,B19057e1,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Estimate)
3513,3514,B19057m1,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3514,3515,B19057e2,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With public assistance income: Households -- (Estimate)
3515,3516,B19057m2,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With public assistance income: Households -- (Margin of Error)
3516,3517,B19057e3,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No public assistance income: Households -- (Estimate)
3517,3518,B19057m3,PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No public assistance income: Households -- (Margin of Error)
3518,3519,B19059e1,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Estimate)
3519,3520,B19059m1,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3520,3521,B19059e2,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With retirement income: Households -- (Estimate)
3521,3522,B19059m2,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With retirement income: Households -- (Margin of Error)
3522,3523,B19059e3,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No retirement income: Households -- (Estimate)
3523,3524,B19059m3,RETIREMENT INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No retirement income: Households -- (Margin of Error)
3524,3525,B19060e1,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Estimate)
3525,3526,B19060m1,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3526,3527,B19060e2,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With other types of income: Households -- (Estimate)
3527,3528,B19060m2,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: With other types of income: Households -- (Margin of Error)
3528,3529,B19060e3,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No other types of income: Households -- (Estimate)
3529,3530,B19060m3,OTHER TYPES OF INCOME IN THE PAST 12 MONTHS FOR HOUSEHOLDS: No other types of income: Households -- (Margin of Error)
3530,3531,B19061e1,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3531,3532,B19061m1,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3532,3533,B19062e1,AGGREGATE WAGE OR SALARY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3533,3534,B19062m1,AGGREGATE WAGE OR SALARY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3534,3535,B19063e1,AGGREGATE SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3535,3536,B19063m1,AGGREGATE SELF-EMPLOYMENT INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3536,3537,B19064e1,"AGGREGATE INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)"
3537,3538,B19064m1,"AGGREGATE INTEREST, DIVIDENDS, OR NET RENTAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)"
3538,3539,B19065e1,AGGREGATE SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3539,3540,B19065m1,AGGREGATE SOCIAL SECURITY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3540,3541,B19066e1,AGGREGATE SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3541,3542,B19066m1,AGGREGATE SUPPLEMENTAL SECURITY INCOME (SSI) IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3542,3543,B19067e1,AGGREGATE PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3543,3544,B19067m1,AGGREGATE PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3544,3545,B19069e1,AGGREGATE RETIREMENT INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3545,3546,B19069m1,AGGREGATE RETIREMENT INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3546,3547,B19070e1,AGGREGATE OTHER TYPES OF INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Estimate)
3547,3548,B19070m1,AGGREGATE OTHER TYPES OF INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR HOUSEHOLDS: Total: Households -- (Margin of Error)
3548,3549,B19101e1,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Families -- (Estimate)
3549,3550,B19101m1,FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Families -- (Margin of Error)
3550,3551,B19101e2,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Less than $10,000: Families -- (Estimate)"
3551,3552,B19101m2,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Less than $10,000: Families -- (Margin of Error)"
3552,3553,B19101e3,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $10,000 to $14,999: Families -- (Estimate)"
3553,3554,B19101m3,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $10,000 to $14,999: Families -- (Margin of Error)"
3554,3555,B19101e4,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $15,000 to $19,999: Families -- (Estimate)"
3555,3556,B19101m4,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $15,000 to $19,999: Families -- (Margin of Error)"
3556,3557,B19101e5,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $20,000 to $24,999: Families -- (Estimate)"
3557,3558,B19101m5,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $20,000 to $24,999: Families -- (Margin of Error)"
3558,3559,B19101e6,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $25,000 to $29,999: Families -- (Estimate)"
3559,3560,B19101m6,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $25,000 to $29,999: Families -- (Margin of Error)"
3560,3561,B19101e7,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $30,000 to $34,999: Families -- (Estimate)"
3561,3562,B19101m7,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $30,000 to $34,999: Families -- (Margin of Error)"
3562,3563,B19101e8,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $35,000 to $39,999: Families -- (Estimate)"
3563,3564,B19101m8,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $35,000 to $39,999: Families -- (Margin of Error)"
3564,3565,B19101e9,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $40,000 to $44,999: Families -- (Estimate)"
3565,3566,B19101m9,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $40,000 to $44,999: Families -- (Margin of Error)"
3566,3567,B19101e10,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $45,000 to $49,999: Families -- (Estimate)"
3567,3568,B19101m10,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $45,000 to $49,999: Families -- (Margin of Error)"
3568,3569,B19101e11,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $50,000 to $59,999: Families -- (Estimate)"
3569,3570,B19101m11,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $50,000 to $59,999: Families -- (Margin of Error)"
3570,3571,B19101e12,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $60,000 to $74,999: Families -- (Estimate)"
3571,3572,B19101m12,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $60,000 to $74,999: Families -- (Margin of Error)"
3572,3573,B19101e13,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $75,000 to $99,999: Families -- (Estimate)"
3573,3574,B19101m13,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $75,000 to $99,999: Families -- (Margin of Error)"
3574,3575,B19101e14,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $100,000 to $124,999: Families -- (Estimate)"
3575,3576,B19101m14,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $100,000 to $124,999: Families -- (Margin of Error)"
3576,3577,B19101e15,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $125,000 to $149,999: Families -- (Estimate)"
3577,3578,B19101m15,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $125,000 to $149,999: Families -- (Margin of Error)"
3578,3579,B19101e16,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $150,000 to $199,999: Families -- (Estimate)"
3579,3580,B19101m16,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $150,000 to $199,999: Families -- (Margin of Error)"
3580,3581,B19101e17,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $200,000 or more: Families -- (Estimate)"
3581,3582,B19101m17,"FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $200,000 or more: Families -- (Margin of Error)"
3582,3583,B19127e1,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Families -- (Estimate)
3583,3584,B19127m1,AGGREGATE FAMILY INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Families -- (Margin of Error)
3584,3585,B19201e1,NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Nonfamily households -- (Estimate)
3585,3586,B19201m1,NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Nonfamily households -- (Margin of Error)
3586,3587,B19201e2,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Less than $10,000: Nonfamily households -- (Estimate)"
3587,3588,B19201m2,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Less than $10,000: Nonfamily households -- (Margin of Error)"
3588,3589,B19201e3,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $10,000 to $14,999: Nonfamily households -- (Estimate)"
3589,3590,B19201m3,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $10,000 to $14,999: Nonfamily households -- (Margin of Error)"
3590,3591,B19201e4,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $15,000 to $19,999: Nonfamily households -- (Estimate)"
3591,3592,B19201m4,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $15,000 to $19,999: Nonfamily households -- (Margin of Error)"
3592,3593,B19201e5,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $20,000 to $24,999: Nonfamily households -- (Estimate)"
3593,3594,B19201m5,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $20,000 to $24,999: Nonfamily households -- (Margin of Error)"
3594,3595,B19201e6,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $25,000 to $29,999: Nonfamily households -- (Estimate)"
3595,3596,B19201m6,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $25,000 to $29,999: Nonfamily households -- (Margin of Error)"
3596,3597,B19201e7,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $30,000 to $34,999: Nonfamily households -- (Estimate)"
3597,3598,B19201m7,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $30,000 to $34,999: Nonfamily households -- (Margin of Error)"
3598,3599,B19201e8,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $35,000 to $39,999: Nonfamily households -- (Estimate)"
3599,3600,B19201m8,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $35,000 to $39,999: Nonfamily households -- (Margin of Error)"
3600,3601,B19201e9,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $40,000 to $44,999: Nonfamily households -- (Estimate)"
3601,3602,B19201m9,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $40,000 to $44,999: Nonfamily households -- (Margin of Error)"
3602,3603,B19201e10,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $45,000 to $49,999: Nonfamily households -- (Estimate)"
3603,3604,B19201m10,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $45,000 to $49,999: Nonfamily households -- (Margin of Error)"
3604,3605,B19201e11,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $50,000 to $59,999: Nonfamily households -- (Estimate)"
3605,3606,B19201m11,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $50,000 to $59,999: Nonfamily households -- (Margin of Error)"
3606,3607,B19201e12,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $60,000 to $74,999: Nonfamily households -- (Estimate)"
3607,3608,B19201m12,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $60,000 to $74,999: Nonfamily households -- (Margin of Error)"
3608,3609,B19201e13,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $75,000 to $99,999: Nonfamily households -- (Estimate)"
3609,3610,B19201m13,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $75,000 to $99,999: Nonfamily households -- (Margin of Error)"
3610,3611,B19201e14,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $100,000 to $124,999: Nonfamily households -- (Estimate)"
3611,3612,B19201m14,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $100,000 to $124,999: Nonfamily households -- (Margin of Error)"
3612,3613,B19201e15,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $125,000 to $149,999: Nonfamily households -- (Estimate)"
3613,3614,B19201m15,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $125,000 to $149,999: Nonfamily households -- (Margin of Error)"
3614,3615,B19201e16,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $150,000 to $199,999: Nonfamily households -- (Estimate)"
3615,3616,B19201m16,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $150,000 to $199,999: Nonfamily households -- (Margin of Error)"
3616,3617,B19201e17,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $200,000 or more: Nonfamily households -- (Estimate)"
3617,3618,B19201m17,"NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): $200,000 or more: Nonfamily households -- (Margin of Error)"
3618,3619,B19202e1,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Nonfamily households -- (Estimate)
3619,3620,B19202m1,MEDIAN NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Nonfamily households -- (Margin of Error)
3620,3621,B19214e1,AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Nonfamily households -- (Estimate)
3621,3622,B19214m1,AGGREGATE NONFAMILY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Nonfamily households -- (Margin of Error)
3622,3623,B19301e1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Total population -- (Estimate)
3623,3624,B19301m1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Total population -- (Margin of Error)
3624,3625,B19301Ae1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE): Total: People who are White alone -- (Estimate)
3625,3626,B19301Am1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE): Total: People who are White alone -- (Margin of Error)
3626,3627,B19301Be1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE): Total: People who are Black or African American alone -- (Estimate)
3627,3628,B19301Bm1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (BLACK OR AFRICAN AMERICAN ALONE): Total: People who are Black or African American alone -- (Margin of Error)
3628,3629,B19301Ce1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: People who are American Indian and Alaska Native alone -- (Estimate)
3629,3630,B19301Cm1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (AMERICAN INDIAN AND ALASKA NATIVE ALONE): Total: People who are American Indian and Alaska Native alone -- (Margin of Error)
3630,3631,B19301De1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE): Total: People who are Asian alone -- (Estimate)
3631,3632,B19301Dm1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (ASIAN ALONE): Total: People who are Asian alone -- (Margin of Error)
3632,3633,B19301Ee1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: People who are Native Hawaiian and Other Pacific Islander alone -- (Estimate)
3633,3634,B19301Em1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE): Total: People who are Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
3634,3635,B19301Fe1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE): Total: People who are Some Other Race alone -- (Estimate)
3635,3636,B19301Fm1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (SOME OTHER RACE ALONE): Total: People who are Some Other Race alone -- (Margin of Error)
3636,3637,B19301Ge1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES): Total: Two or more races population -- (Estimate)
3637,3638,B19301Gm1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (TWO OR MORE RACES): Total: Two or more races population -- (Margin of Error)
3638,3639,B19301He1,"PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population -- (Estimate)"
3639,3640,B19301Hm1,"PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population -- (Margin of Error)"
3640,3641,B19301Ie1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO): Total: People who are Hispanic or Latino -- (Estimate)
3641,3642,B19301Im1,PER CAPITA INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) (HISPANIC OR LATINO): Total: People who are Hispanic or Latino -- (Margin of Error)
3642,3643,B19313e1,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Population 15 years and over -- (Estimate)
3643,3644,B19313m1,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS): Total: Population 15 years and over -- (Margin of Error)
3644,3645,B19313Ae1,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE): Total: White alone population 15 years and over -- (Estimate)
3645,3646,B19313Am1,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (WHITE ALONE): Total: White alone population 15 years and over -- (Margin of Error)
3646,3647,B19313Be1,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 15 years and over -- (Estimate)
3647,3648,B19313Bm1,AGGREGATE INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 15 years and over -- (Margin of Error)
